Project ID,Task ID,Corrections,Grammar,Spelling,Consistency,Comment,User
3540,10550,3,4,4,3,"Well translated document, respecting the preset formats and with few errors.",aleyriarte
3414,9925,3,4,5,3,null,quynhtrannn03
3490,10253,3,4,5,5,null,imzafer
3553,null,5,5,5,5,null,taniazamoranogo
3553,10595,4,5,4,5,null,Ed
3521,10376,5,5,5,5,null,adrienn.panczel
3536,10512,1,5,5,5,null,grace.lie
3535,10500,3,3,3,3,null,grace.lie
3525,10411,3,3,3,3,Dear Amanda\r\nThanks very much for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
3553,10597,4,4,5,4,Overall very good translation of the source with minor mistakes in language usage and punctuation errors that did not impede the reader from knowing what was trying to be said.,amayordomo
3506,null,3,3,3,3,null,tatianaelizabeth.tradutora
3535,10506,3,3,3,3,Please take care of Capital in translation. Example: Veteran's Day  = NgÃ y Cá»±u chiáº¿n binh. ,longhoang.fmc
3415,9937,3,3,3,3,"Please take care of Capital in translation. Example : 10,000 Steps a Day = 10.000 BÆ°á»›c má»—i NgÃ y",longhoang.fmc
3488,null,5,5,5,5,Thank you for this interesting ,wintergartend
null,,,,,,,
,,,,,,,
,,,,,,task!,oris
3417,9961,2,2,3,3,Nhiá»u cÃ¢u dá»‹ch quÃ¡ sÃ¡t nghÄ©a gÃ¢y khÃ³ hiá»ƒu. CÃ³ nhá»¯ng cÃ¢u do hiá»ƒu sai ngá»¯ phÃ¡p nÃªn dá»‹ch sai nghÄ©a.\r\nPhÆ°Æ¡ng phÃ¡p dá»‹ch cÃ¡c cÃ¢u rá»i ráº¡c gÃ¢y khÃ³ khÄƒn cho viá»‡c ghÃ©p cÃ¡c cÃ¢u trong báº£n dá»‹ch láº¡i thÃ nh vÄƒn báº£n hoÃ n chá»‰nh.,quynhtrannn03
3511,null,5,4,5,5,null,adi_hva
3327,9554,5,5,4,4,Great translation. Very detailed and well presented.,kristinesoms
3552,null,5,5,5,4,null,eciocchetti
3493,10263,5,5,5,5,The format of the original file was a bit awry. I have tried to stick with it but sometimes improved on it to handle the document better.\r\n\r\nPlease get back to me if you have any questions or issues with format or my translation.\r\n\r\nThank you!\r\nUta,Uta
3535,null,4,5,5,5,"I think the title in the document should be ""Veteran's Day and Winning with Discipline"" instead of ""Veteranâ€™s Day and Senior Stories"" :)",Ying
3317,null,5,5,5,5,null,Kristin
3563,null,5,5,5,5,null,taniazamoranogo
3521,10380,4,5,5,5,null,Sari
3564,null,5,5,5,5,null,Marina
3563,null,3,3,3,3,no errors in file,mccarc15
3322,9446,5,5,5,4,Hello :)\r\n\r\nI tried my best to see if there were any major mistakes. Overall it's a good translation. \r\nEverything I changed ,Seji
null,,,,,,,
,,,,,,,
,,,,,,"was typed in red. Have a nice day.\r\n\r\nAll the best,\r\nOlaseji",
3553,10599,4,5,5,4,The text was well translated and written. There was no serious grammatical or spelling mistake. I corrected the spelling of a neologism according to the AcadÃ©mie franÃ§aise recommandations but leaving the English term as chosen by the translator. And two details of typography/phrasing. Pleasant to revise ;),justine.barrachina
3563,10637,4,4,5,5,null,cstato
3555,10603,4,5,5,5,null,Elise Defrance
3317,9418,4,4,4,4,null,exactitudetranslations
3322,9450,4,5,5,5,null,exactitudetranslations
3488,10233,5,5,5,5,Thank you for this interesting project.,birgit.puttock
3321,9444,5,5,5,5,null,exactitudetranslations
3571,null,4,5,5,3,"Second half of the table changed writing font and size. Didn't want to change in my translation in case this was deliberate. \r\n\r\nEn la segunda parte de la figura de nÃºmeros, se cambiÃ³ el estilo de letra. Lo mismo en traducciÃ³n",josswbennett
3552,10592,3,3,3,3,no mistakes,mccarc15
3526,10418,5,5,5,5,Good translations on the whole. I have corrected some minor errors of English,james.cutshall4
3493,10264,3,2,3,2,null,zyomrh
3571,null,5,5,5,5,null,M.Bovet
3552,10590,2,3,4,3,Translation not brilliant and required much correction. ,james.cutshall4
null,,,,,,,
,,,,,,,
,,,,,,Spelling and grammar not bad.,
3461,10097,5,5,4,5,The document was correct overall. I counted two spelling errors.,montenegrodr
3572,null,5,5,5,3,null,taniazamoranogo
3277,9257,4,4,5,5,null,leyla.lackner
3533,null,5,5,5,5,null,csoukhavong
3369,9722,5,5,5,5,"There were no spaces between words in the source file. If I didn't have SDL Trados, I wouldn't have been able translate the file. ",bahaaeldinmohsen
3556,10608,4,4,5,4,"Sometimes the sentence structure made the meaning a little unclear (for instance, when talking about the history about AVSI it was a little difficult to tell in what year certain events happened). I used the organization's website, however, additional reference material would have been very useful for this job. ",morganclarecarmody
3562,null,4,4,5,3,null,agnese.santoro
3535,10498,5,5,5,5,null,KAIDI RU
3572,null,3,5,5,3,null,taniazamoranogo
3563,10639,4,5,5,5,null,Elise Defrance
3526,10416,5,3,5,3,"Bonjour, s'il vous plaÃ®t noter que les mots ""forum"" et ""Pauvres"" ont  Ã©tÃ© traduits par vous avec"" trade fairs""  et  ""elderly"" Je n'ai pas  modifiÃ© ces mots souvent rÃ©currentes, parce-que peut-Ãªtre Ã§a a Ã©tÃ© fait avec l'intention.   mais la ",eciocchetti
null,,,,,,,
,,,,,,,
,,,,,,"traduction  correcte est "" forum"" (comme en franÃ§ais)  et ""the Poorsâ€.  Trade fair signifie   "" exposition commerciale""  et  Elderly signifie "" personnes Ã¢gÃ©es"". \r\n\r\nHeureuse de pouvoir vous aider\r\nEmanuela\r\n",
3530,null,5,5,5,5,null,Vera Gordienko
3535,null,5,5,5,5,null,Vera Gordienko
3572,10669,4,5,4,5,null,Ed
3569,null,3,3,3,3,"The wordcount was wrong, it's a lot more",kimtran2
3562,10631,1,3,1,1,null,Giovanna Molinelli
3533,10606,3,4,5,4,null,Elise Defrance
3569,10659,3,3,3,3,no errors at all,mccarc15
3556,10611,4,4,4,5,null,federica.sagone
3571,10665,5,5,5,5,null,vddiaz
3565,10644,5,4,5,5,null,alessia.asta
3530,10440,5,5,4,5,null,nicole0408xu
3570,null,5,5,5,5,null,sabrina_sb_chapman
3569,null,5,5,5,5,null,sabrina_sb_chapman
3590,null,4,5,4,5,null,Fabio M Caldas
3535,null,5,5,5,5,null,Jessica Valli
3532,null,5,5,5,5,null,Jessica Valli
3538,null,5,5,5,5,null,Jessica Valli
3595,null,5,5,5,5,null,nicola.crawford.17
3535,10504,4,4,5,4,null,JosÃ© M.
3534,10484,4,5,5,5,null,Sahar
3529,10433,4,5,4,5,The source file also contains images which I was unable to translate directly (cannot edit the text inside those ,riboncek
null,,,,,,,
,,,,,,,
,,,,,,"images).\r\n\r\nI have a separate file on my computer with these translations. If you would like to have it, please get in touch with me and I will gladly send it.",
3537,null,4,3,4,3,null,LilaLotus12
3599,10728,3,3,3,3,Do not forget to add the hyperlinks in the text to refer to the flyer and images of the event.\r\n\r\nCorrrections : 3\r\nGrammar = 3\r\nSpelling = 5\r\nConsistency = 5,Lina Scarpellini
3530,10444,5,5,5,5,null,Gennady A
3532,10470,3,3,5,2,null,Carolina Sotillo
3533,10633,2,3,5,4,null,osama.abdullah86
3411,9886,4,4,5,4,null,csoukhavong
3595,10715,5,4,5,3,null,Ben Lacey
3538,10536,3,2,1,3,"Overall, it seems really good. I tried to change some words and flow of the text in order to be looked more smoothly and naturally. I hope my proofreading could give you a help. Thank you.  ",jungeun0618
3537,10524,2,3,3,2,You have missed one whole sentence on the first paragraph (last sentence). ,jungeun0618
3538,10540,4,4,4,4,null,Maria
3599,null,5,5,5,5,null,areti.mathioudaki
3493,10570,5,5,5,5,I found only minor typos.\r\n\r\nIm Dokument habe ich nur ein paar kleinere Rechtschreibfehler gefunden.,King Haggard
3575,null,5,5,5,5,Thank you for this interesting task!,wintergartendoris
null,,,,,,,
,,,,,,,
3550,null,5,3,5,3,null,KeithBaddeley
3551,null,5,4,5,4,Translation of 'carpas lunares' as 'moon tents' may well be incorrect!,KeithBaddeley
3535,10496,3,3,3,3,Few errors In grammar and consistency other than that a very good attempt ,Amal
3283,10614,5,5,5,3,null,hanne.gregg
3565,10649,4,3,3,3,null,agnesejoeyfinoia
3537,10526,5,5,5,5,null,Natalia Bahng
3521,10388,4,5,3,5,null,gozde.coops
3151,null,5,5,5,5,null,Smagdy1
3599,null,5,5,5,5,null,valentinasechi
3599,10734,4,4,4,4,null,catiamarquesesteves
3530,10442,3,5,2,4,null,grace.lie
3572,10671,4,5,5,4,null,judit_26.ae
3590,10706,4,4,4,4,null,tatianaelizabeth.tradutora
3578,null,4,4,4,4,null,tatianaelizabeth.tradutora
3579,null,5,5,5,5,null,tatianaelizabeth.tradutora
3093,8455,4,4,4,4,null,Sherry
3151,8709,5,5,5,5,null,Sherry
3416,9949,4,4,4,3,null,tduongftu
3531,10460,3,4,4,4,null,tduongftu
3285,9291,1,5,5,1,"The Arabic translation was quite literal and weak. \r\nExamples:\r\n\r\n* Original text: Inspired to read at every age\r\n* Error: Ø¥Ù„Ù‡Ø§Ù… Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© ÙÙŠ ÙƒÙ„ Ø¹ØµØ±\r\n* Correction: Ø§Ù„ØªØ´Ø¬ÙŠØ¹ Ø¹Ù„Ù‰ Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© ÙÙŠ Ø¬Ù…ÙŠØ¹ Ø§Ù„Ø£Ø¹Ù…Ø§Ø±\r\n\r\n* Original text: When was the last time you dove into a great book, magazine story or news article that helps you see your life or the world in a ",Faizah AlKatheri
null,,,,,,,
,,,,,,,
,,,,,,"new way? Some of us havenâ€™t fallen in love with reading yet.  Some of us used to enjoy reading for pleasure, but have become distracted by Facebook, tweets, and celebrity news.  Deep, broad reading benefits us in so many ways!\r\n* Error:\r\nØ§Ù„Ø¨Ø¹Ø¶ Ù…Ù†Ø§ Ù„Ù… ÙŠÙ‚Ø¹ ÙÙŠ Ø­Ø¨ Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ø¨Ø¹Ø¯ .  Ø§Ù„Ø¨Ø¹Ø¶ Ù…Ù†Ø§ Ø§Ø¹ØªØ§Ø¯ Ø£Ù† ÙŠØ³ØªÙ…ØªØ¹ Ø¨Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ù„Ù„Ù…ØªØ¹Ø©, Ù„ÙƒÙ† Ø£ØµØ¨Ø­ ÙŠÙ„Ù‡ÙŠ Ø¨Ø§Ù„ÙÙŠØ³Ø¨ÙˆÙƒ, Ø§Ù„ØªÙˆÙŠØª, ÙˆØ£Ø®Ø¨Ø§Ø± Ø§Ù„Ù…Ø´Ø§Ù‡ÙŠØ±. Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ø§Ù„Ø¹Ù…ÙŠÙ‚Ù‡ Ø§Ù„ÙˆØ§Ø³Ø¹Ø© ØªÙ‚ÙŠØ¯Ù†Ø§ Ø¨Ø·Ø±Ù‚ ÙƒØ«ÙŠØ±Ø©!\r\n* Correction:\r\nØ§Ù„Ø¨Ø¹Ø¶ Ù…Ù†Ø§ Ù„Ù… ÙŠÙ‚Ø¹ ÙÙŠ Ø­Ø¨ Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ø¨Ø¹Ø¯ØŒ ÙˆÙŽ Ø§Ù„Ø¨Ø¹Ø¶ Ø§Ù„Ø¢Ø®Ø± Ù‚Ø¯ Ø§Ø¹ØªØ§Ø¯ Ø¹Ù„Ù‰\r\nØ§Ù„Ø¥Ø³ØªÙ…ØªØ§Ø¹ Ø¨Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ù…Ù† Ø£Ø¬Ù„ Ø§Ù„ØªØ³Ù„ÙŠØ©, Ùˆ Ù„ÙƒÙ† Ø£ØµØ¨Ø­ Ù…ÙÙ„ØªÙ‡ÙŠØ§Ù‹ Ø¨Ù‚Ø±Ø§Ø¡Ø© Ù…Ø§ ÙŠØ¬Ø¯Ù‡ Ø¹Ù„Ù‰ Ø§Ù„ÙÙŠØ³Ø¨ÙˆÙƒ Ùˆ ØªÙˆÙŠØªØ± ÙˆÙŽÙ…ØªØ§Ø¨Ø¹Ø© Ø£Ø®Ø¨Ø§Ø± Ø§Ù„Ù…Ø´Ø§Ù‡ÙŠØ±.  Ù„ÙƒÙ† Ø§Ù„Ù‚Ø±Ø§Ø¡Ø© Ø§Ù„ÙˆØ§Ø³Ø¹Ø© ÙˆÙŽ Ø§Ù„Ø¹Ù…ÙŠÙ‚Ø© ØªÙÙŠØ¯Ù†Ø§ Ø¨Ø·Ø±Ù‚ Ø¹Ø¯ÙŠØ¯Ø©!\r\n\r\n* Original text : What do you enjoy most about reading?\r\n* Error:\r\nÙ…Ø§ Ø§Ù„Ø°ÙŠ ØªØ³ØªÙ…ØªØ¹ Ø¨Ù‡ Ø£ÙƒØ«Ø± Ø­ÙˆÙ„ Ù‚Ø±Ø§Ø¡Ø©ØŸ\r\n* Corrected:\r\nÙ…Ø§ Ù‡Ùˆ Ø§Ù„Ø¬Ø§Ù†Ø¨ Ø§Ù„Ø£ÙƒØ«Ø± Ù…ØªØ¹Ø© ÙÙŠ Ø§Ù„Ù‚Ø±Ø§Ø¡Ø©\r\n\r\n",
3318,null,5,5,5,5,null,kriska99
3586,null,5,5,5,5,null,tatianaelizabeth.tradutora
3610,null,4,5,4,4,"Der englische Text enthielt unterschiedliche Angaben, wie viele Mitglieder der ERT hat.",King Haggard
3599,10732,5,5,5,4,null,Cristina Dell'Aera
3536,10510,4,4,5,5,null,KAIDI RU
3531,10452,5,5,5,5,null,KAIDI RU
3597,10720,3,3,5,3,null,adi_hva
3544,10564,5,5,5,5,null,Ed
3587,null,5,5,5,5,null,tatianaelizabeth.tradutora
null,,,,,,,
,,,,,,,
3318,9426,3,3,4,3,The lacked severely in syntax and fluidity. ,exactitudetranslations
3522,10395,5,5,5,4,null,Bruna A. D.
3464,10123,5,5,5,4,null,Bruna A. D.
3319,9432,4,4,5,5,null,mmaehre
2844,7372,1,2,4,2,"Hello,\r\n\r\nI was surprised by the very low level of the translation I proofread. There were many many mistakes in the interpretation of the original phrases, and also surprisingly many mistakes in the target language, grammatical errors that were pretty bad.\r\nI think I probably spent more time revising and correcting the translation, then if I had done the entire translation. I entered some phrases into Google translate just to see if the translation provided came from there. Some of the phrases were of primary school level. \r\nAlso, no care was taken in the research of the more technical terms, it seems to me that the translation was done in a hurry and by a non professional.\r\n\r\nKind regards,\r\nEva Wolff",wolff_eva
3524,null,1,2,3,3,"The source transcript had a lot of errors which, at times, made it very difficult to understand the meaning being conveyed. Examples include the phrase ""lo hombres iban al colegio y los hombres no"", which is contradictory and made it ",n.nicou
null,,,,,,,
,,,,,,,
,,,,,,"almost impossible to grasp the sense of the phrase. Similar phrases included: ""Es una especie de apariciÃ³n hacia una pastora o unos pastores y luego la imagen se niega a hacer, un poco, se intenta llevar a determinados lugares y se niega, etc, etcâ€¦"" where it is difficult to gauge exactly what is being denied.\r\n\r\nThese errors are most likely a result of the source text having been transcribed from audiovisual content.\r\n\r\n ",
3575,null,5,5,5,5,null,csoukhavong
2528,null,5,5,5,5,null,osama.abdullah86
3536,10518,3,3,3,3,null,Nguyá»…n Huáº¿
3577,null,3,3,3,3,null,taniazamoranogo
3576,null,3,3,3,3,null,taniazamoranogo
3602,10744,5,4,5,4,null,Elvira
3598,null,5,5,5,5,The only thing you will need to change are the links to the correct pages in Spanish.  Lo unico que tendran que hacer es cambiar el enlace para que tenga la pagina en castellano.,Adrianna Carlesimo
3575,null,3,3,3,3,null,mariebie19
3093,null,4,5,4,4,null,Amin Zanganeh Inaloo
3530,10438,1,2,4,2,Please avoid literal translation. ,osama.abdullah86
3503,10324,4,4,5,4,null,catiamarquesesteves
3093,8454,4,5,5,4,null,atiyeh.
null,,,,,,,
,,,,,,,
,,,,,,,pooriyan
3516,10351,4,4,5,5,null,Gamze Ulku
3620,10785,2,2,4,3,null,cstato
3483,10201,4,3,5,5,null,Giovanna Molinelli
3598,10724,3,5,3,5,null,Giovanna Molinelli
3573,10676,4,5,5,5,"La traducciÃ³n del texto me pareciÃ³ excelente: en ortografÃ­a, gramÃ¡tica, puntuaciÃ³n y coherencia textual. En muchos casos incluso mejoraba la estructura del texto original. \r\nDurante la revisiÃ³n del texto encontrÃ© algunos problemas que se repetÃ­an en varias ocasiones. \r\n- En ocasiones se incluyen ambos gÃ©neros para los cargos de personas (voluntarios/as, coordinador/a...), en otras ocasiones se limita al gÃ©nero masculino. He mantenido el texto tal como se expersaba en el documento original en catalÃ¡n. \r\n- Los cargos de la organizaciÃ³n aparecen a veces escritos con mayÃºsucla inicial, en otros casos no. He elegido utilizar para todos la minÃºscula, segÃºn las normas de uso de mayÃºsula de la RAE. \r\n- Falta algÃºn espaciado entre pÃ¡rrafos\r\nLos tres problemas no provienen de la traducciÃ³n, sino del texto original en catalÃ¡n. \r\n",pepime
3603,null,5,5,5,5,I'd like to request a ,Faizah 
null,,,,,,,
,,,,,,,
,,,,,,reference e-mail for my completed work.\r\nThank you.,AlKatheri
3529,10433,3,5,5,4,The text in some of the pictures was not shown properly and it was very difficult and time-consuming trying to edit/translate it.\r\nI hope there is someone who will do the final editing of the file - translation - to make sure everything is shown properly as there are quite a few places where things look a bit wrong or on top of each other.\r\nUnfortunately I didn't have enough time to edit all of these things.\r\n\r\n,maja.davis
3599,10730,3,2,4,3,null,cstato
3320,9438,3,4,5,5,Translation was a little bit too direct (word-for-word) and hard to understand for the targeted group. Lots of rewrites needed.,mmaehre
3630,null,5,5,5,5,null,Lucas Schafer
3324,9457,2,3,4,4,"Although I do applaud people who do volunteer work, I also feel the need to say that a certain quality is expected. I pretty much had to redo this entire translation, as it has not been performed by a professional linguist. If I were the recipient of this information I would have had to read the English source text to understand what was meant. Granted, the source text was not optimal regarding quality, but that just means that even more ",mmaehre
null,,,,,,,
,,,,,,,
,,,,,,"effort needs to be put into the translation. I would never have hired this ""translator"" to do professional translation work for me.",
3630,null,5,5,5,5,null,adi_hva
3506,10330,3,4,5,3,null,Tatiane Rocha Oliveira
3630,10902,4,4,5,4,null,maria.popescu19
2630,null,4,5,4,4,null,abdelmalekmezine
3620,10791,4,5,5,5,null,adrienn.panczel
3557,10612,3,3,3,3,"In some places, it stuck too close to the French syntax or used the incorrect term. ",morganclarecarmody
3549,null,5,4,5,4,null,Bruna A. D.
3485,10220,3,3,5,3,"There were usages of some misplaced words. And some words didn't need translation. The sentences were unnecessarily long in both languages. So, I splited some sentences to two. Other than that, the quality wasn't bad.",SHilal
3325,9463,4,4,5,3,null,mmaehre
3576,10689,4,5,4,5,Only found a few minor stylistic issues and typos.,King Haggard
3376,9747,5,5,5,5,null,Sama Hameed
3629,null,5,5,5,5,null,C. Herrera
3610,10761,4,5,5,5,"-          As the text is a â€œFachtextâ€, some special vocabulary was not to the point;\r\n\r\n-          Furthermore, some nuances of the text were missed â€¦\r\n\r\n-          Thanks a lot for the very fast translation work, that is very helpful!!!",zentageorg
null,,,,,,,
,,,,,,,
,,,,,,"\r\n\r\n-          If the translator wants to see the text with my revisions, I am happy to provide it â€¦",
3369,9722,4,5,5,5,null,osama.abdullah86
3576,10687,2,4,3,4,"Due to not being able to check with the text written in the source language, some ambiguous sentences were difficult to amend and keep loyal to the original.",lz.c.leonor
3489,10241,5,5,5,5,The quality of this translation was really good. I had trouble when I tried to change some words. It had a little job and a lot of thinking.,SHilal
3629,10890,5,5,5,5,null,Giovanna Molinelli
3562,10631,4,4,5,5,Grazie per la traduzione. Il lavoro Ã¨ davvero ben svolto.,info
3602,10748,5,5,5,5,No error found,evelinelamige
1802,4145,3,4,1,3,null,leyla.lackner
3630,null,5,5,5,5,null,Sari
3493,10277,3,3,3,3,Corrections - 4\r\nGrammar - 4\r\nSpelling - 3\r\nConsistency - 4 ,joannawojda
3641,null,5,5,5,5,null,istoy4eva
3593,null,4,5,5,5,null,Lorena Zuleta
3630,10898,5,5,5,5,null,adrienn.panczel
3645,null,4,3,3,3,null,Lorena Zuleta
3643,null,1,1,2,3,"The text was clearly translated by a non-native French speaker. There were many mistakes (including grammatical, punctuation, syntax) which made it necessary to rephrase the text in many places.",doriane.senecal
3645,10952,5,5,5,5,null,agnesejoeyfinoia
null,,,,,,,
,,,,,,,
3629,10888,5,5,5,5,Perfect job,laetitia_agostino
3641,10946,5,5,5,5,null,tihomira.shatova
3549,10584,3,3,3,3,Hallo Bruna\r\nMany thanks for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
3550,10585,3,3,3,3,Dear Keith\r\nMany thanks for doing this translation for us\r\nkind regards\r\nBride Counihan,bride.counihan
3551,10586,3,3,3,3,Dear Keith\r\nMany thanks for doing this translation for us.\r\nkind regards\r\nBride Counihan,bride.counihan
3629,null,5,5,5,5,null,Jessica Valli
3642,null,3,3,3,3,null,osama.abdullah86
3593,10711,4,4,4,4,null,catiamarquesesteves
3283,10614,5,5,5,5,null,tanja
3630,10896,4,5,5,5,Fantastic translation with very few errors. ,Faizah AlKatheri
3619,10778,5,5,5,5,"Please give the my uploaded translation a second look for verification. There are statements, statistics and competition stipulations that could have implications. I've combed it, but a second pair of eyes would be good. Thank you for the opportunity.\r\n\r\nJoel Hageman",Joel Hageman
3543,10562,1,1,2,1,"This read like a machine translation. In order to assure quality, I translated the entire text from scratch, I hope this meets your approval.",Giia Weigel
3629,10886,5,4,5,5,null,emily h.
null,,,,,,,
,,,,,,,
3630,10892,5,5,5,5,null,Natalia Bahng
3620,null,5,5,5,4,null,Annie Y.
3646,null,5,5,5,5,"Awful choice of font, almost illegible.",prezvytera
2868,null,3,3,3,3,null,abdelmalekmezine
3620,null,5,4,3,3,null,Bhargavi
3602,10746,3,3,5,5,null,Giovanna Molinelli
3620,10783,5,5,5,5,"Only a few punctuation mistakes, and an omission (a sentence from the video was not translated).",doriane.senecal
3577,10695,3,3,3,3,"Please verify use of abbreviations SGM, SOGI, SGSG with other translation from the same client to avoid consistency issues.\r\n\r\n\r\n",Arya
3657,null,5,5,5,5,It was a flawless document to translate and a very interesting one too.,serratpc
3539,10544,2,2,4,3,null,lsgarnelo
3641,null,3,3,3,3,"Some of the fields in the form got a bit tight because the Portuguese text is longer than the English one. I did not translate acronyms (PASS, PPSN, DA/JS/JSB). On page 2, I added the profession names in English to some of the rows in the Agency column to make it easier to understand.",Bia Baker
3641,null,5,5,5,5,null,adi_hva
3530,10448,3,3,3,3,null,Nguyá»…n Huáº¿
3641,10936,1,4,1,2,"In my opinion the translation was very poor, with missing Romanian diacritics. The document looked like it was translated with a translation software. ",maria.popescu19
null,,,,,,,
,,,,,,,
3646,null,5,5,5,5,"on the first page I had to put the text and picture in a table in order to keep the formatting as close as possible to the original, since there were more Croatian words in the translation compared to the original English version. I left the table visible, so the client can change the formatting if preferred.",carpediem-prijevodi
3641,10944,5,5,5,5,null,catiamarquesesteves
3633,null,5,5,5,5,null,e.arif-fear
3412,9901,3,3,3,3,null,Nguyá»…n Huáº¿
3600,null,5,5,5,5,null,Silke HJ
3653,null,3,3,3,3,"The translation has been done with a view of clarity and ease of understanding for the people who will be required to fill same,\r\nBR",Fuine
3630,10894,3,4,4,3,null,Susanne Werneyer
3619,10778,5,5,5,5,"I am not a native English speaker, so it would be better if the document is proofread by a native English speaker.\r\nPlease note that I have translated ""Gib Abfall einen Korb"" as ""Dump Your Garbage"" in order to try to maintain the pun about romantic rejection and disposing of waste. If the remaining document was translated by another person, the project name would need to be standardised.\r\nKind regards.",cstato
3626,10820,5,5,5,3,null,raffaelac64
null,,,,,,,
,,,,,,,
3618,null,3,3,2,3,null,Pavel Karpov
3617,null,3,3,3,3,null,Pavel Karpov
3661,11049,1,1,1,1,"La traducciÃ³n era muy deficiente. Las faltas de ortografÃ­a, puntuaciÃ³n incorrecta, errores gramaticales y traducciones literales del inglÃ©s, entre otros errores, hacÃ­an que algunos fragmentos fueran totalmente incomprensibles. He tenido que consultar el original en todo momento.",cstato
3646,10958,4,4,5,5,null,vmihaylova567
3617,10773,5,5,5,5,null,adrienn.panczel
3618,10775,5,5,5,5,null,adrienn.panczel
3653,11011,5,5,5,5,null,adrienn.panczel
3626,10821,5,5,5,5,null,vaninaschembari
3626,10822,5,4,4,4,"Sorry for the delay; it was due to ""force majeure"".",Serge E. Defotsing
3614,null,3,3,3,3,null,arzeo.manu
3626,10824,5,5,5,5,null,alena.afanasyeva
3325,9464,5,4,5,4,null,marina.edelmann
3656,null,3,3,3,3,The original text was fine and easy to translate.,anilbarry-trans
3641,10942,5,5,5,5,null,adrienn.panczel
3646,10954,5,5,4,5,"There was no use of letter ""Ã«"" e ""Ã§"" at all. A few orthographic mistakes such as ""Standart"" in stead of ""Standard"", ""Sportistave"" in stead of ""SportistÃ«ve"" and so on. ",Bledar Kurti 
3646,null,5,5,5,4,null,kristinesoms
null,,,,,,,
,,,,,,,
3641,10940,5,5,5,5,null,adrienn.panczel
3639,10933,4,5,5,5,null,adrienn.panczel
3646,10964,5,5,5,5,null,adrienn.panczel
3646,10972,5,5,5,5,"Just a few errors, and otherwise - well done!\r\n\r\nI guess the English text in the picture with the ladder have been translated seperately? Otherwise it might be (on the left side, from bottom to the top): Grunderna, AckrediteringsnivÃ¥, Steg 1 - Bra, Steg 2 - Mycket bra, Steg 3 - UtmÃ¤rkt.",Sigrid NorÃ©n HakamÃ¤ki
3653,11015,5,5,5,5,null,adi_hva
3600,10740,3,4,5,3,null,Maria Riva
3641,10938,3,3,3,3,Correction 4\r\nGrammar 5\r\nSpelling 5\r\nConsistency 5\r\n\r\nIt was a good translation with very little room for improvement. ,joannawojda
3656,11025,5,5,5,5,null,King Haggard
1689,null,5,4,5,5,null,Robin Joensuu
3598,10722,5,5,5,5,null,suzanneskirrow
3536,10516,3,3,3,3,This file has been reformatted.  It is very difficult to reformat files.  Please keep the format the same when translating. Thanks!,translationslifesteps
3657,null,5,4,5,5,null,Cristina T
3646,null,5,5,5,5,"No problems, very professionally-created content.",kjeldsen
3626,10821,5,5,5,5,null,Jessica Valli
3659,11043,3,5,4,4,null,alice.pascutti
null,,,,,,,
,,,,,,,
3668,null,5,4,4,4,null,Silke HJ
3485,10216,4,4,5,4,"Generally good, but there are some grammatical errors and not fluent place, the format needs to make improvements.",Bob Yukun
3620,10999,5,5,5,5,null,Jessica Valli
3521,10378,3,3,4,3,"Generally good, but there are many grammatical errors and not fluent place, the format needs to make improvements",Bob Yukun
3620,10789,4,4,4,4,General translation quality is good.,Hsin-wen
3327,9471,2,2,3,4,"I corrected some very basic errors, e.g. the wrong article was used in several places, as well as wording translated literally from the English. ",emiliefahlenkamp
3547,10582,2,2,2,2,It seems as if the translator was not native Estonian or Google Translate (or similar machine translation) was used.,Maren PÃ¤rn
3646,10960,3,3,3,5,null,Jasna Matek
1689,null,5,5,5,5,null,Jasna Matek
1689,11039,5,5,5,5,"Very good. No spelling mistakes. The only phrase I actually substituted was ""handrÃ¤ckning"" (for its specialized meanings in Swedish, please look it up at www.ord.se as well as at Wikipedia for the juridical variant).",Sigrid NorÃ©n HakamÃ¤ki
3643,10950,3,3,3,3," Muchas gracias por la revisiÃ³n y el trabajo.  Como bien se ha dado cuenta no es mi lengua materna, mas bien un francÃ©s escolar!!. \r\n\r\nAgradecemos su aportaciÃ³n al proyecto y ",Medicus Mundi Catalunya
null,,,,,,,
,,,,,,,
,,,,,,probablemente  enviaremos algÃºn texto mas.\r\n\r\nMÂª Elena \r\n\r\n\r\n ,
3638,10931,4,5,5,5,null,adrienn.panczel
3650,null,3,3,3,3,See Translator's Notes for details of issues with the source text.,Sharon Cowell
3651,null,3,3,3,3,See Translator's Notes for issues with the source text.,Sharon Cowell
3614,10766,1,3,3,5,There were many sentences missing or left untranslated. Some severe grammar and spelling mistakes.,imelda77
3635,10925,4,5,5,5,null,adrienn.panczel
3646,10968,5,5,5,5,null,adrienn.panczel
3577,10691,3,4,5,4,null,Elise Defrance
